hhid,hh_age,hh_race_sep,hh_race
191031212,Household age 35-64,Asian,Asian
191031221,Household age 35-64,White,White
191031231,Household age 35-64,White,White
191031235,Household excl. age 18-34,Other,Other
191031285,Household age 65+,White,White
191031292,Household age 35-64,White,White
191031323,Household age 35-64,Non-Asian POC,Non-Asian POC
191031342,Household with children,Non-Asian POC,Non-Asian POC
191031376,Household excl. age 18-34,White,White
191031393,Household excl. age 18-34,White,White
191031428,Household age 35-64,White,White
191031442,Household age 35-64,Asian,Asian
191031447,Household age 65+,Asian,Asian
191031457,Household excl. age 18-34,White,White
191031467,Household age 35-64,White,White
191031503,Household age 35-64,White,White
191031528,Household age 65+,White,White
191031581,Household age 35-64,White,White
191031646,Household age 35-64,White,White
191031656,Household excl. age 18-34,Other,Other
191031657,Household excl. age 18-34,White,White
191031675,Household with children,Asian,Asian
191031683,Household age 35-64,Non-Asian POC,Non-Asian POC
191031719,Household excl. age 18-34,Asian,Asian
191031756,Household age 65+,Asian,Asian
191031793,Household excl. age 18-34,Asian,Asian
191031843,Household age 35-64,White,White
191031864,Household excl. age 18-34,Non-Asian POC,Non-Asian POC
191031894,Household age 35-64,White,White
191031913,Household age 35-64,White,White
191031932,Household excl. age 18-34,White,White
191031950,Household age 35-64,White,White
191031973,Household age 35-64,White,White
191031994,Household excl. age 18-34,Other,Other
191031999,Household with children,Non-Asian POC,Non-Asian POC
191032028,Household age 35-64,White,White
191032035,Household age 35-64,Asian,Asian
191032088,Household age 65+,White,White
191032089,Household excl. age 18-34,Non-Asian POC,Non-Asian POC
191032098,Household excl. age 18-34,Asian,Asian
191032103,Household excl. age 18-34,White,White
191032106,Household with children,Asian,Asian
191032122,Household age 35-64,Asian,Asian
191032142,Household excl. age 18-34,Asian,Asian
191032153,Household age 35-64,White,White
191032165,Household age 35-64,White,White
191032210,Household age 35-64,White,White
191032230,Household age 65+,White,White
191032252,Household with children,White,White
191032264,Household with children,White,White
191032321,Household excl. age 18-34,White,White
191032361,Household age 35-64,White,White
191032379,Household age 65+,White,White
191032404,Household with children,Asian,Asian
191032413,Household excl. age 18-34,White,White
191032435,Household age 65+,White,White
191032469,Household with children,Asian,Asian
191032491,Household with children,Non-Asian POC,Non-Asian POC
191032497,Household age 35-64,White,White
191032516,Household age 65+,Non-Asian POC,Non-Asian POC
191032526,Household excl. age 18-34,White,White
191032547,Household age 35-64,Asian,Asian
191032554,Household age 35-64,White,White
191032595,Household excl. age 18-34,Other,Other
191032610,Household age 35-64,White,White
191032620,Household excl. age 18-34,White,White
191032634,Household with children,Other,Other
191032636,Household age 35-64,White,White
191032674,Household age 65+,White,White
191032679,Household age 65+,White,White
191032711,Household excl. age 18-34,White,White
191032749,Household age 65+,Other,Other
191032787,Household age 35-64,White,White
191032842,Household age 65+,White,White
191032934,Household age 35-64,Other,Other
191032965,Household age 65+,White,White
191032990,Household excl. age 18-34,Non-Asian POC,Non-Asian POC
191033018,Household with children,White,White
191033031,Household age 35-64,White,White
191033047,Household age 35-64,White,White
191033098,Household age 65+,Other,Other
191033128,Household excl. age 18-34,Asian,Asian
191033144,Household age 35-64,Asian,Asian
191033179,Household age 35-64,White,White
191033221,Household excl. age 18-34,Asian,Asian
191033230,Household age 35-64,White,White
191033246,Household age 65+,White,White
191033255,Household age 35-64,White,White
191033303,Household excl. age 18-34,White,White
191033310,Household age 65+,Other,Other
191033325,Household age 35-64,White,White
191033337,Household age 65+,White,White
191033349,Household age 35-64,White,White
191033398,Household with children,White,White
191033410,Household excl. age 18-34,White,White
191033436,Household excl. age 18-34,Non-Asian POC,Non-Asian POC
191033469,Household with children,White,White
191033471,Household age 35-64,White,White
191033478,Household excl. age 18-34,Asian,Asian
191033517,Household age 65+,White,White
191033537,Household excl. age 18-34,Asian,Asian
191033540,Household age 35-64,White,White
191033547,Household age 65+,White,White
191033556,Household age 65+,Non-Asian POC,Non-Asian POC
191033596,Household age 65+,White,White
191033624,Household excl. age 18-34,Other,Other
191033638,Household age 35-64,White,White
191033642,Household with children,White,White
191033648,Household with children,Other,Other
191033653,Household age 35-64,Non-Asian POC,Non-Asian POC
191033684,Household age 35-64,Non-Asian POC,Non-Asian POC
191033712,Household age 35-64,Other,Other
191033734,Household excl. age 18-34,White,White
191033758,Household age 65+,Asian,Asian
191033798,Household excl. age 18-34,White,White
191033809,Household with children,White,White
191033883,Household age 35-64,White,White
191033938,Household with children,Non-Asian POC,Non-Asian POC
191033966,Household age 35-64,Asian,Asian
191034033,Household age 65+,White,White
191034047,Household age 65+,White,White
191034057,Household excl. age 18-34,Other,Other
191034058,Household age 35-64,White,White
191034066,Household age 65+,White,White
191034093,Household excl. age 18-34,White,White
191034115,Household age 35-64,White,White
191034123,Household excl. age 18-34,White,White
191034124,Household with children,White,White
191034148,Household excl. age 18-34,Asian,Asian
191034261,Household excl. age 18-34,White,White
191034263,Household age 35-64,White,White
191034268,Household with children,Non-Asian POC,Non-Asian POC
191034290,Household age 35-64,White,White
191034296,Household age 65+,White,White
191034327,Household with children,White,White
191034359,Household excl. age 18-34,White,White
191034374,Household age 35-64,White,White
191034379,Household age 35-64,Other,Other
191034407,Household excl. age 18-34,Non-Asian POC,Non-Asian POC
191034432,Household excl. age 18-34,Other,Other
191034446,Household age 65+,Non-Asian POC,Non-Asian POC
191034460,Household age 35-64,White,White
191034469,Household excl. age 18-34,White,White
191034471,Household with children,White,White
191034550,Household with children,White,White
191034577,Household excl. age 18-34,Asian,Asian
191034591,Household age 65+,White,White
191034678,Household with children,White,White
191034704,Household age 35-64,White,White
191034715,Household age 35-64,White,White
191034762,Household with children,White,White
191034773,Household age 35-64,White,White
191034819,Household age 35-64,Other,Other
191034858,Household age 35-64,White,White
191034900,Household age 35-64,White,White
191034905,Household age 65+,White,White
191034914,Household excl. age 18-34,Non-Asian POC,Non-Asian POC
191034930,Household excl. age 18-34,Non-Asian POC,Non-Asian POC
191034989,Household age 35-64,Asian,Asian
191035019,Household age 35-64,Other,Other
191035042,Household excl. age 18-34,Asian,Asian
191035043,Household with children,White,White
191035058,Household excl. age 18-34,White,White
191035074,Household age 65+,White,White
191035088,Household age 65+,White,White
191035109,Household age 35-64,Non-Asian POC,Non-Asian POC
191035118,Household age 35-64,White,White
191035184,Household excl. age 18-34,Asian,Asian
191035195,Household age 65+,White,White
191035199,Household age 35-64,Non-Asian POC,Non-Asian POC
191035253,Household excl. age 18-34,White,White
191035264,Household age 65+,Non-Asian POC,Non-Asian POC
191035270,Household age 35-64,White,White
191035293,Household age 35-64,White,White
191035302,Household age 65+,Non-Asian POC,Non-Asian POC
191035329,Household excl. age 18-34,Asian,Asian
191035374,Household excl. age 18-34,Asian,Asian
191035376,Household age 65+,White,White
191035411,Household age 65+,Asian,Asian
191035485,Household with children,White,White
191035537,Household age 35-64,Other,Other
191035603,Household excl. age 18-34,White,White
191035638,Household age 65+,White,White
191035640,Household age 65+,White,White
191035653,Household age 65+,White,White
191035665,Household excl. age 18-34,White,White
191035671,Household age 35-64,Non-Asian POC,Non-Asian POC
191035716,Household excl. age 18-34,Asian,Asian
191035747,Household excl. age 18-34,Asian,Asian
191035755,Household age 35-64,White,White
191035757,Household excl. age 18-34,Non-Asian POC,Non-Asian POC
191035795,Household excl. age 18-34,White,White
191035818,Household with children,Asian,Asian
191035824,Household excl. age 18-34,White,White
191035877,Household excl. age 18-34,Asian,Asian
191035888,Household age 35-64,White,White
191035923,Household age 35-64,White,White
191035932,Household age 35-64,White,White
191035977,Household age 35-64,Asian,Asian
191035992,Household with children,White,White
191035998,Household excl. age 18-34,Other,Other
191036072,Household age 65+,White,White
191036090,Household excl. age 18-34,Asian,Asian
191036091,Household excl. age 18-34,White,White
191036183,Household age 35-64,Other,Other
191036219,Household with children,Other,Other
191036228,Household age 35-64,White,White
191036257,Household age 65+,White,White
191036272,Household age 35-64,Other,Other
191036282,Household excl. age 18-34,White,White
191036284,Household age 35-64,White,White
191036307,Household excl. age 18-34,Non-Asian POC,Non-Asian POC
191036322,Household age 65+,White,White
191036328,Household with children,Other,Other
191036331,Household age 35-64,White,White
191036343,Household with children,Non-Asian POC,Non-Asian POC
191036345,Household excl. age 18-34,Asian,Asian
191036411,Household age 35-64,White,White
191036450,Household with children,Other,Other
191036462,Household excl. age 18-34,White,White
191036469,Household excl. age 18-34,White,White
191036526,Household age 35-64,Non-Asian POC,Non-Asian POC
191036527,Household age 65+,White,White
191036534,Household excl. age 18-34,White,White
191036572,Household excl. age 18-34,White,White
191036580,Household age 35-64,White,White
191036585,Household with children,White,White
191036592,Household excl. age 18-34,White,White
191036611,Household excl. age 18-34,Non-Asian POC,Non-Asian POC
191036648,Household excl. age 18-34,White,White
191036732,Household excl. age 18-34,White,White
191036755,Household age 35-64,White,White
191036771,Household age 65+,White,White
191036821,Household excl. age 18-34,Non-Asian POC,Non-Asian POC
191036845,Household age 35-64,White,White
191036847,Household age 35-64,White,White
191036883,Household age 35-64,Other,Other
191036900,Household age 35-64,Non-Asian POC,Non-Asian POC
191036927,Household age 65+,Asian,Asian
191036941,Household age 35-64,Non-Asian POC,Non-Asian POC
191036944,Household with children,Asian,Asian
191036959,Household excl. age 18-34,Asian,Asian
191036991,Household excl. age 18-34,Non-Asian POC,Non-Asian POC
191037000,Household age 35-64,White,White
191037084,Household with children,Asian,Asian
191037091,Household age 35-64,White,White
191037111,Household excl. age 18-34,White,White
191037125,Household age 35-64,Non-Asian POC,Non-Asian POC
191037148,Household excl. age 18-34,White,White
191037149,Household age 35-64,White,White
191037152,Household excl. age 18-34,Non-Asian POC,Non-Asian POC
191037162,Household age 35-64,White,White
191037166,Household excl. age 18-34,Asian,Asian
191037170,Household excl. age 18-34,Other,Other
191037223,Household with children,Asian,Asian
191037254,Household with children,White,White
191037257,Household age 35-64,Other,Other
191037269,Household age 35-64,Other,Other
191037277,Household age 35-64,Non-Asian POC,Non-Asian POC
191037278,Household excl. age 18-34,White,White
191037287,Household with children,Non-Asian POC,Non-Asian POC
191037291,Household excl. age 18-34,Asian,Asian
191037324,Household with children,White,White
191037326,Household excl. age 18-34,Other,Other
191037373,Household age 65+,White,White
191037405,Household excl. age 18-34,White,White
191037426,Household age 65+,White,White
191037440,Household age 65+,White,White
191037453,Household excl. age 18-34,Other,Other
191037475,Household age 35-64,Asian,Asian
191037486,Household age 35-64,White,White
191037513,Household age 35-64,Other,Other
191037564,Household age 35-64,Non-Asian POC,Non-Asian POC
191037573,Household age 65+,White,White
191037577,Household age 65+,White,White
191037604,Household excl. age 18-34,Non-Asian POC,Non-Asian POC
191037638,Household age 35-64,White,White
191037663,Household excl. age 18-34,Non-Asian POC,Non-Asian POC
191037666,Household with children,Non-Asian POC,Non-Asian POC
191037677,Household age 35-64,White,White
191037691,Household age 35-64,White,White
191037722,Household age 35-64,White,White
191037748,Household age 35-64,White,White
191037758,Household age 35-64,White,White
191037795,Household age 65+,White,White
191037831,Household age 65+,Non-Asian POC,Non-Asian POC
191037833,Household excl. age 18-34,Asian,Asian
191037892,Household age 35-64,White,White
191037900,Household excl. age 18-34,White,White
191037904,Household age 35-64,White,White
191037918,Household age 35-64,Non-Asian POC,Non-Asian POC
191037925,Household age 35-64,Non-Asian POC,Non-Asian POC
191037934,Household age 65+,White,White
191037954,Household age 65+,White,White
191037955,Household age 35-64,White,White
191037957,Household age 35-64,White,White
191037982,Household excl. age 18-34,Non-Asian POC,Non-Asian POC
191037988,Household age 35-64,White,White
191038051,Household age 35-64,Other,Other
191038064,Household age 35-64,Other,Other
191038088,Household age 65+,White,White
191038089,Household age 65+,White,White
191038159,Household age 35-64,White,White
191038176,Household excl. age 18-34,White,White
191038189,Household with children,White,White
191038197,Household excl. age 18-34,White,White
191038201,Household excl. age 18-34,Other,Other
191038217,Household age 65+,White,White
191038272,Household age 65+,Non-Asian POC,Non-Asian POC
191038291,Household excl. age 18-34,White,White
191038305,Household with children,White,White
191038329,Household excl. age 18-34,White,White
191038363,Household excl. age 18-34,White,White
191038381,Household age 35-64,White,White
191038428,Household age 35-64,White,White
191038442,Household excl. age 18-34,White,White
191038450,Household with children,Other,Other
191038451,Household age 35-64,Other,Other
191038503,Household age 35-64,White,White
191038522,Household age 35-64,White,White
191038548,Household age 65+,White,White
191038559,Household with children,White,White
191038563,Household excl. age 18-34,White,White
191038595,Household age 35-64,Other,Other
191038605,Household with children,White,White
191038610,Household age 65+,Other,Other
191038621,Household with children,White,White
191038667,Household with children,White,White
191038722,Household excl. age 18-34,Asian,Asian
191038740,Household age 35-64,Other,Other
191038762,Household excl. age 18-34,White,White
191038768,Household excl. age 18-34,Asian,Asian
191038815,Household age 65+,White,White
191038841,Household excl. age 18-34,White,White
191038925,Household age 35-64,White,White
191038932,Household age 65+,White,White
191038959,Household excl. age 18-34,White,White
191038967,Household excl. age 18-34,White,White
191038977,Household age 35-64,Non-Asian POC,Non-Asian POC
191038982,Household excl. age 18-34,White,White
191038988,Household age 35-64,White,White
191038991,Household age 35-64,Asian,Asian
191039008,Household age 35-64,White,White
191039071,Household age 35-64,Non-Asian POC,Non-Asian POC
191039104,Household excl. age 18-34,White,White
191039105,Household with children,White,White
191039116,Household with children,White,White
191039122,Household age 35-64,White,White
191039140,Household excl. age 18-34,Asian,Asian
191039190,Household age 35-64,White,White
191039200,Household age 35-64,White,White
191039210,Household age 35-64,White,White
191039233,Household age 35-64,White,White
191039295,Household age 35-64,White,White
191039331,Household age 35-64,White,White
191039346,Household age 35-64,White,White
191039359,Household age 35-64,Non-Asian POC,Non-Asian POC
191039362,Household with children,White,White
191039412,Household excl. age 18-34,Non-Asian POC,Non-Asian POC
191039433,Household excl. age 18-34,Non-Asian POC,Non-Asian POC
191039479,Household age 35-64,Asian,Asian
191039509,Household age 65+,White,White
191039558,Household age 35-64,White,White
191039563,Household age 65+,White,White
191039611,Household excl. age 18-34,White,White
191039618,Household excl. age 18-34,Non-Asian POC,Non-Asian POC
191039641,Household age 65+,White,White
191039670,Household age 35-64,White,White
191039699,Household age 35-64,White,White
191039711,Household age 65+,White,White
191039718,Household age 65+,White,White
191039738,Household excl. age 18-34,Asian,Asian
191039766,Household with children,White,White
191039792,Household age 35-64,Non-Asian POC,Non-Asian POC
191039846,Household excl. age 18-34,Asian,Asian
191039865,Household with children,White,White
191040028,Household age 35-64,White,White
191040045,Household excl. age 18-34,White,White
191040062,Household excl. age 18-34,White,White
191040111,Household age 35-64,Non-Asian POC,Non-Asian POC
191040134,Household age 35-64,White,White
191040142,Household age 35-64,Non-Asian POC,Non-Asian POC
191040194,Household age 65+,White,White
191040215,Household with children,White,White
191040245,Household with children,Asian,Asian
191040284,Household with children,Other,Other
191040288,Household age 65+,White,White
191040305,Household age 35-64,White,White
191040319,Household age 35-64,White,White
191040342,Household age 35-64,White,White
191040405,Household age 65+,Non-Asian POC,Non-Asian POC
191040459,Household age 65+,White,White
191040500,Household excl. age 18-34,Asian,Asian
191040531,Household with children,White,White
191040578,Household age 35-64,White,White
191040586,Household age 35-64,White,White
191040616,Household with children,Asian,Asian
191040653,Household with children,Other,Other
191040688,Household age 65+,Other,Other
191040717,Household age 35-64,White,White
191040755,Household age 65+,White,White
191040759,Household excl. age 18-34,White,White
191040776,Household with children,Other,Other
191040780,Household age 35-64,Non-Asian POC,Non-Asian POC
191040816,Household age 35-64,White,White
191040873,Household age 65+,White,White
191040891,Household age 35-64,Asian,Asian
191040893,Household age 35-64,White,White
191040963,Household excl. age 18-34,Asian,Asian
191041002,Household excl. age 18-34,White,White
191041025,Household age 35-64,White,White
191041064,Household age 65+,White,White
191041091,Household age 35-64,White,White
191041103,Household age 65+,Non-Asian POC,Non-Asian POC
191041134,Household age 35-64,Non-Asian POC,Non-Asian POC
191041163,Household excl. age 18-34,White,White
191041171,Household age 35-64,White,White
191041233,Household age 35-64,White,White
191041251,Household age 35-64,White,White
191041254,Household with children,Non-Asian POC,Non-Asian POC
191041304,Household excl. age 18-34,White,White
191041408,Household age 35-64,White,White
191041432,Household age 65+,Asian,Asian
191041491,Household with children,White,White
191041498,Household age 35-64,Non-Asian POC,Non-Asian POC
191041502,Household age 35-64,White,White
191041542,Household age 35-64,White,White
191041547,Household excl. age 18-34,Non-Asian POC,Non-Asian POC
191041563,Household age 65+,White,White
191041586,Household with children,Asian,Asian
191041619,Household excl. age 18-34,White,White
191041633,Household with children,White,White
191041655,Household with children,White,White
191041662,Household age 35-64,White,White
191041668,Household age 65+,White,White
191041681,Household age 35-64,White,White
191041717,Household age 35-64,White,White
191041728,Household age 35-64,White,White
191041731,Household with children,Asian,Asian
191041747,Household excl. age 18-34,Asian,Asian
191041749,Household age 65+,Other,Other
191041757,Household age 65+,White,White
191041776,Household excl. age 18-34,White,White
191041802,Household age 35-64,Other,Other
191041805,Household excl. age 18-34,White,White
191041842,Household age 35-64,Asian,Asian
191041884,Household age 35-64,White,White
191041885,Household age 65+,White,White
191041913,Household age 65+,White,White
191041925,Household age 35-64,White,White
191041942,Household age 35-64,Asian,Asian
191041943,Household age 35-64,White,White
191041984,Household excl. age 18-34,White,White
191042006,Household excl. age 18-34,White,White
191042038,Household with children,Non-Asian POC,Non-Asian POC
191042060,Household excl. age 18-34,White,White
191042063,Household excl. age 18-34,White,White
191042069,Household age 65+,Other,Other
191042071,Household age 35-64,White,White
191042072,Household excl. age 18-34,Non-Asian POC,Non-Asian POC
191042101,Household age 65+,Other,Other
191042114,Household age 65+,White,White
191042128,Household age 35-64,White,White
191042131,Household age 35-64,White,White
191042136,Household age 65+,Asian,Asian
191042145,Household age 35-64,White,White
191042152,Household age 35-64,White,White
191042194,Household excl. age 18-34,Other,Other
191042225,Household age 35-64,White,White
191042236,Household with children,White,White
191042249,Household with children,White,White
191042264,Household age 65+,White,White
191042312,Household age 35-64,White,White
191042330,Household excl. age 18-34,Other,Other
191042342,Household age 35-64,White,White
191042372,Household age 65+,White,White
191042411,Household age 65+,Other,Other
191042496,Household excl. age 18-34,White,White
191042498,Household age 35-64,Non-Asian POC,Non-Asian POC
191042535,Household age 65+,White,White
191042545,Household age 35-64,White,White
191042557,Household excl. age 18-34,White,White
191042565,Household with children,Non-Asian POC,Non-Asian POC
191042569,Household age 35-64,Non-Asian POC,Non-Asian POC
191042570,Household excl. age 18-34,Asian,Asian
191042582,Household age 35-64,White,White
191042598,Household excl. age 18-34,White,White
191042622,Household age 35-64,Asian,Asian
191042647,Household age 65+,White,White
191042680,Household excl. age 18-34,White,White
191042751,Household excl. age 18-34,White,White
191042779,Household age 65+,White,White
191042784,Household age 65+,White,White
191042789,Household age 65+,Non-Asian POC,Non-Asian POC
191042816,Household age 65+,White,White
191042900,Household excl. age 18-34,Other,Other
191042901,Household with children,Asian,Asian
191042909,Household excl. age 18-34,Non-Asian POC,Non-Asian POC
191042935,Household age 35-64,White,White
191042938,Household age 35-64,White,White
191042955,Household age 65+,White,White
191042965,Household excl. age 18-34,Non-Asian POC,Non-Asian POC
191042977,Household excl. age 18-34,Asian,Asian
191042983,Household age 35-64,White,White
191042988,Household age 35-64,Other,Other
191042994,Household excl. age 18-34,Asian,Asian
191043022,Household age 35-64,White,White
191043072,Household age 35-64,White,White
191043076,Household age 65+,Other,Other
191043100,Household age 35-64,White,White
191043117,Household age 65+,White,White
191043129,Household excl. age 18-34,White,White
191043137,Household age 65+,White,White
191043142,Household age 65+,White,White
191043196,Household excl. age 18-34,Non-Asian POC,Non-Asian POC
191043207,Household with children,White,White
191043217,Household age 35-64,Asian,Asian
191043245,Household age 65+,White,White
191043258,Household with children,White,White
191043317,Household age 35-64,White,White
191043333,Household age 65+,White,White
191043359,Household with children,Non-Asian POC,Non-Asian POC
191043365,Household age 35-64,White,White
191043387,Household age 35-64,White,White
191043405,Household age 65+,White,White
191043512,Household age 35-64,Non-Asian POC,Non-Asian POC
191043520,Household excl. age 18-34,White,White
191043559,Household age 35-64,White,White
191043568,Household age 35-64,White,White
191043603,Household age 65+,White,White
191043610,Household age 35-64,White,White
191043613,Household age 65+,Asian,Asian
191043643,Household age 35-64,White,White
191043707,Household age 35-64,Non-Asian POC,Non-Asian POC
191043708,Household age 65+,White,White
191043755,Household age 35-64,White,White
191043773,Household with children,White,White
191043804,Household age 35-64,White,White
191043809,Household with children,White,White
191043842,Household excl. age 18-34,White,White
191043936,Household with children,Other,Other
191043978,Household age 65+,White,White
191043990,Household age 35-64,Non-Asian POC,Non-Asian POC
191044008,Household age 35-64,White,White
191044067,Household excl. age 18-34,White,White
191044078,Household age 35-64,White,White
191044084,Household age 35-64,White,White
191044152,Household excl. age 18-34,Other,Other
191044157,Household age 35-64,Asian,Asian
191044179,Household excl. age 18-34,Non-Asian POC,Non-Asian POC
191044182,Household age 65+,Asian,Asian
191044185,Household age 65+,White,White
191044186,Household age 65+,White,White
191044209,Household age 35-64,White,White
191044233,Household age 65+,White,White
191044279,Household excl. age 18-34,Asian,Asian
191044284,Household age 35-64,White,White
191044305,Household excl. age 18-34,White,White
191044309,Household age 35-64,Asian,Asian
191044322,Household age 35-64,White,White
191044331,Household age 65+,White,White
191044335,Household age 65+,Asian,Asian
191044392,Household age 35-64,White,White
191044398,Household excl. age 18-34,White,White
191044437,Household age 35-64,Non-Asian POC,Non-Asian POC
191044445,Household age 35-64,White,White
191044472,Household excl. age 18-34,White,White
191044506,Household with children,White,White
191044534,Household excl. age 18-34,White,White
191044609,Household age 65+,White,White
191044617,Household age 35-64,White,White
191044653,Household with children,White,White
191044686,Household with children,Other,Other
191044697,Household age 35-64,White,White
191044705,Household age 65+,White,White
191044709,Household excl. age 18-34,Non-Asian POC,Non-Asian POC
191044744,Household excl. age 18-34,White,White
191044786,Household age 35-64,Non-Asian POC,Non-Asian POC
191044815,Household excl. age 18-34,Other,Other
191044821,Household age 35-64,White,White
191044840,Household excl. age 18-34,White,White
191044848,Household excl. age 18-34,White,White
191044878,Household age 65+,White,White
191044879,Household age 65+,White,White
191044900,Household age 65+,White,White
191044907,Household excl. age 18-34,Other,Other
191044936,Household age 35-64,White,White
191044941,Household with children,White,White
191044974,Household excl. age 18-34,White,White
191044984,Household excl. age 18-34,Asian,Asian
191044993,Household age 65+,White,White
191045004,Household age 35-64,White,White
191045005,Household excl. age 18-34,Asian,Asian
191045033,Household age 35-64,White,White
191045051,Household age 35-64,Non-Asian POC,Non-Asian POC
191045057,Household age 35-64,Asian,Asian
191045072,Household excl. age 18-34,Asian,Asian
191045091,Household excl. age 18-34,Non-Asian POC,Non-Asian POC
191045109,Household age 35-64,White,White
191045114,Household excl. age 18-34,White,White
191045157,Household age 65+,White,White
191045182,Household excl. age 18-34,Non-Asian POC,Non-Asian POC
191045203,Household with children,White,White
191045259,Household age 35-64,Non-Asian POC,Non-Asian POC
191045351,Household age 35-64,White,White
191045355,Household age 35-64,White,White
191045372,Household excl. age 18-34,White,White
191045421,Household excl. age 18-34,White,White
191045430,Household excl. age 18-34,Non-Asian POC,Non-Asian POC
191045499,Household excl. age 18-34,Non-Asian POC,Non-Asian POC
191045523,Household age 35-64,Non-Asian POC,Non-Asian POC
191045536,Household age 65+,White,White
191045596,Household age 35-64,White,White
191045611,Household with children,White,White
191045624,Household with children,White,White
191045639,Household with children,Asian,Asian
191045658,Household excl. age 18-34,White,White
191045707,Household with children,White,White
191045708,Household excl. age 18-34,White,White
191045726,Household age 65+,White,White
191045774,Household age 35-64,White,White
191045793,Household age 35-64,White,White
191045807,Household age 35-64,Non-Asian POC,Non-Asian POC
191045819,Household excl. age 18-34,Asian,Asian
191045904,Household age 35-64,White,White
191045911,Household age 35-64,White,White
191045947,Household age 65+,White,White
191045954,Household age 35-64,White,White
191045976,Household age 65+,White,White
191046040,Household age 35-64,White,White
191046047,Household excl. age 18-34,White,White
191046048,Household with children,White,White
191046049,Household age 35-64,White,White
191046051,Household age 35-64,Non-Asian POC,Non-Asian POC
191046068,Household with children,Other,Other
191046166,Household age 65+,White,White
191046216,Household age 35-64,White,White
191046231,Household age 35-64,Asian,Asian
191046309,Household age 35-64,White,White
191046324,Household with children,Other,Other
191046326,Household age 35-64,White,White
191046350,Household excl. age 18-34,White,White
191046352,Household age 65+,White,White
191046388,Household age 35-64,White,White
191046417,Household excl. age 18-34,White,White
191046448,Household age 65+,White,White
191046475,Household age 35-64,White,White
191046559,Household with children,Non-Asian POC,Non-Asian POC
191046597,Household age 35-64,Other,Other
191046706,Household excl. age 18-34,Asian,Asian
191046709,Household age 35-64,White,White
191046725,Household excl. age 18-34,White,White
191046735,Household excl. age 18-34,Asian,Asian
191046773,Household age 35-64,White,White
191046777,Household age 65+,White,White
191046778,Household age 65+,Non-Asian POC,Non-Asian POC
191046783,Household age 35-64,White,White
191046808,Household excl. age 18-34,White,White
191046859,Household age 35-64,White,White
191046869,Household age 35-64,White,White
191046888,Household excl. age 18-34,White,White
191046897,Household age 35-64,White,White
191046898,Household excl. age 18-34,Asian,Asian
191046905,Household age 35-64,White,White
191047026,Household age 35-64,White,White
191047049,Household with children,Other,Other
191047053,Household age 35-64,White,White
191047056,Household age 35-64,Non-Asian POC,Non-Asian POC
191047067,Household with children,Asian,Asian
191047071,Household age 35-64,White,White
191047084,Household age 65+,Other,Other
191047110,Household age 65+,White,White
191047119,Household age 35-64,Other,Other
191047196,Household age 35-64,White,White
191047214,Household age 65+,White,White
191047230,Household excl. age 18-34,Asian,Asian
191047241,Household excl. age 18-34,White,White
191047256,Household excl. age 18-34,White,White
191047265,Household age 65+,White,White
191047279,Household excl. age 18-34,Non-Asian POC,Non-Asian POC
191047284,Household age 65+,White,White
191047288,Household age 35-64,White,White
191047318,Household age 35-64,Non-Asian POC,Non-Asian POC
191047331,Household age 65+,Other,Other
191047339,Household with children,White,White
191047354,Household age 65+,Non-Asian POC,Non-Asian POC
191047364,Household with children,White,White
191047388,Household age 35-64,White,White
191047393,Household age 65+,White,White
191047394,Household excl. age 18-34,White,White
191047402,Household age 65+,White,White
191047429,Household excl. age 18-34,White,White
191047437,Household excl. age 18-34,Asian,Asian
191047499,Household age 35-64,Non-Asian POC,Non-Asian POC
191047500,Household age 35-64,White,White
191047508,Household age 65+,White,White
191047526,Household age 35-64,White,White
191047535,Household age 35-64,White,White
191047560,Household age 35-64,Non-Asian POC,Non-Asian POC
191047563,Household age 65+,Other,Other
191047568,Household excl. age 18-34,White,White
191047588,Household excl. age 18-34,Non-Asian POC,Non-Asian POC
191047598,Household age 35-64,White,White
191047607,Household excl. age 18-34,Asian,Asian
191047654,Household with children,Non-Asian POC,Non-Asian POC
191047667,Household with children,Non-Asian POC,Non-Asian POC
191047687,Household age 35-64,White,White
191047698,Household with children,White,White
191047715,Household age 35-64,White,White
191047725,Household age 65+,Asian,Asian
191047747,Household age 65+,White,White
191047788,Household excl. age 18-34,Asian,Asian
191047827,Household excl. age 18-34,White,White
191047830,Household with children,White,White
191047835,Household with children,Other,Other
191047856,Household age 35-64,White,White
191047888,Household age 35-64,Asian,Asian
191047918,Household with children,Asian,Asian
191047940,Household age 35-64,Asian,Asian
191047953,Household excl. age 18-34,White,White
191047960,Household age 35-64,Non-Asian POC,Non-Asian POC
191047962,Household excl. age 18-34,White,White
191047989,Household excl. age 18-34,White,White
191048016,Household age 35-64,Non-Asian POC,Non-Asian POC
191048018,Household age 35-64,White,White
191048032,Household age 35-64,White,White
191048055,Household age 35-64,White,White
191048073,Household excl. age 18-34,Non-Asian POC,Non-Asian POC
191048081,Household age 35-64,White,White
191048096,Household age 35-64,White,White
191048161,Household age 35-64,White,White
191048162,Household excl. age 18-34,White,White
191048165,Household with children,Non-Asian POC,Non-Asian POC
191048187,Household with children,Non-Asian POC,Non-Asian POC
191048194,Household age 65+,White,White
191048212,Household age 35-64,Asian,Asian
191048229,Household age 35-64,White,White
191048236,Household age 35-64,Asian,Asian
191048238,Household age 35-64,Asian,Asian
